pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en,ex4_de,ex4_en,ex5_de,ex5_en
noun,Gott,der,m,"Deity masculine",Götter,god,Die alten Griechen hatten viele Götter.,The ancient Greeks had many gods.,,,,,,,,
noun,Grab,das,n,"Short noun neuter",Gräber,grave,Das Grab ist mit Blumen geschmückt.,The grave is decorated with flowers.,,,,,,,,
noun,Gramm,das,n,"Unit neuter",Gramm,gram,Das Paket wiegt 500 Gramm.,The package weighs 500 grams.,,,,,,,,
noun,Gras,das,n,"Short noun neuter",Gräser,grass,Das Gras ist grün.,The grass is green.,,,,,,,,
noun,Gratulation,die,f,"Loanword feminine",Gratulationen,congratulation,Gratulation zum Erfolg!,Congratulations on the success!,,,,,,,,
noun,Grenze,die,f,"Nouns ending -e feminine",Grenzen,border,Die Grenze zu Österreich ist offen.,The border with Austria is open.,,,,,,,,
noun,Grieß,der,m,"Food masculine",,semolina,Der Grießbrei schmeckt gut.,The semolina porridge tastes good.,,,,,,,,
noun,Griff,der,m,"Short noun masculine",Griffe,handle/grip,Der Griff ist locker.,The handle is loose.,,,,,,,,
noun,Grill,der,m,"Loanword masculine",Grills,grill,Der Grill ist heiß.,The grill is hot.,,,,,,,,
noun,Grippe,die,f,"Illness feminine",Grippen,flu,Die Grippe geht um.,The flu is going around.,,,,,,,,
noun,Groschen,der,m,"Currency masculine",Groschen,groschen (coin),Das kostet einen Groschen.,That costs a groschen.,,,,,,,,
noun,Großeltern,die,pl,"Compound plural",,grandparents,Meine Großeltern wohnen auf dem Land.,My grandparents live in the countryside.,,,,,,,,
noun,Größe,die,f,"Suffix -e feminine",Größen,size,Welche Größe hast du?,What size do you have?,,,,,,,,
noun,Grund,der,m,"Short noun masculine",Gründe,reason/ground,Der Grund dafür ist einfach.,The reason for that is simple.,,,,,,,,
noun,Grundgesetz,das,n,"Compound neuter",,basic law/constitution,Das Grundgesetz ist die Verfassung.,The Basic Law is the constitution.,,,,,,,,
noun,Grundschule,die,f,"Compound feminine",Grundschulen,elementary school,Mein Kind geht in die Grundschule.,My child goes to elementary school.,,,,,,,,
noun,Grundstück,das,n,"Compound neuter",Grundstücke,property/plot,Das Grundstück ist groß.,The property is large.,,,,,,,,
noun,Gruß,der,m,"Short noun masculine",Grüße,greeting,Ein Gruß von deiner Mutter.,A greeting from your mother.,,,,,,,,
noun,Gummi,das/der,n/m,"Material variable",Gummis,rubber/elastic,Das Gummiband ist dehnbar.,The rubber band is stretchable.,,,,,,,,
noun,Gurke,die,f,"Vegetable feminine",Gurken,cucumber,Die Gurke ist knackig.,The cucumber is crunchy.,,,,,,,,
noun,Gürtel,der,m,"Clothing masculine",Gürtel,belt,Der Gürtel ist aus Leder.,The belt is made of leather.,,,,,,,,
noun,Güterzug,der,m,"Compound masculine",Güterzüge,freight train,Der Güterzug transportiert Waren.,The freight train transports goods.,,,,,,,,
noun,Gymnasium,das,n,"School neuter",Gymnasien,high school (academic),Er geht aufs Gymnasium.,He goes to high school.,,,,,,,,
noun,Hemd,das,n,"Many clothing items ending in -d are neuter",Hemden,shirt,Das Hemd ist blau.,The shirt is blue.,Ich bügle das Hemd.,I iron the shirt.,,,,,,
noun,Bluse,die,f,"Nouns ending in -e are often feminine",Blusen,blouse,Sie trägt eine weiße Bluse.,She wears a white blouse.,Die Bluse ist aus Seide.,The blouse is made of silk.,,,,,,
noun,Jacke,die,f,"Nouns ending in -e are often feminine",Jacken,jacket,Die Jacke ist warm.,The jacket is warm.,Ich ziehe die Jacke an.,I put on the jacket.,,,,,,
noun,Mantel,der,m,"Many clothing nouns are masculine",Mäntel,coat,Der Mantel ist teuer.,The coat is expensive.,Im Winter trage ich einen Mantel.,In winter I wear a coat.,,,,,,
noun,Hose,die,f,"Nouns ending in -e are often feminine",Hosen,pants/trousers,Die Hose ist zu lang.,The pants are too long.,Ich kaufe eine neue Hose.,I buy new pants.,,,,,,
noun,Rock,der,m,"Many clothing nouns are masculine",Röcke,skirt,Der Rock ist kurz.,The skirt is short.,Sie trägt einen roten Rock.,She wears a red skirt.,,,,,,
noun,Kleid,das,n,"Many clothing items are neuter",Kleider,dress,Das Kleid ist schön.,The dress is beautiful.,Sie kauft ein Sommerkleid.,She buys a summer dress.,,,,,,
noun,Schuh,der,m,"Many clothing nouns are masculine",Schuhe,shoe,Meine Schuhe sind neu.,My shoes are new.,Die Schuhe sind bequem.,The shoes are comfortable.,,,,,,
noun,Pullover,der,m,"Loanword often masculine",Pullover,sweater,Der Pullover ist warm.,The sweater is warm.,Ich stricke einen Pullover.,I knit a sweater.,,,,,,
noun,Handschuh,der,m,"Compound with Hand is masculine",Handschuhe,glove,Die Handschuhe sind aus Leder.,The gloves are made of leather.,Im Winter brauche ich Handschuhe.,In winter I need gloves.,,,,,,
noun,Mütze,die,f,"Nouns ending in -e are often feminine",Mützen,hat/cap,Die Mütze ist rot.,The cap is red.,Er setzt die Mütze auf.,He puts on the cap.,,,,,,
noun,Gürtel,der,m,"Nouns ending in -el are often masculine",Gürtel,belt,Der Gürtel ist zu eng.,The belt is too tight.,Ich brauche einen neuen Gürtel.,I need a new belt.,,,,,,
noun,Socke,die,f,"Nouns ending in -e are often feminine",Socken,sock,Die Socken sind weich.,The socks are soft.,Ich ziehe die Socken aus.,I take off the socks.,,,,,,
noun,Schal,der,m,"Short loanword masculine",Schals,scarf,Der Schal ist lang.,The scarf is long.,Im Winter trage ich einen Schal.,In winter I wear a scarf.,,,,,,
noun,Kopf,der,m,"Many body parts are masculine",Köpfe,head,Mein Kopf tut weh.,My head hurts.,Er hat einen großen Kopf.,He has a big head.,,,,,,
noun,Auge,das,n,"Exception: das Auge (neuter despite -e)",Augen,eye,Meine Augen sind blau.,My eyes are blue.,Sie hat schöne Augen.,She has beautiful eyes.,,,,,,
noun,Ohr,das,n,"Many body parts ending in -r are neuter",Ohren,ear,Meine Ohren sind kalt.,My ears are cold.,Er hört mit beiden Ohren.,He listens with both ears.,,,,,,
noun,Nase,die,f,"Nouns ending in -e are often feminine",Nasen,nose,Die Nase läuft.,The nose is running.,Er hat eine große Nase.,He has a big nose.,,,,,,
noun,Mund,der,m,"Many body parts are masculine",Münder,mouth,Der Mund ist trocken.,The mouth is dry.,Öffne den Mund!,Open your mouth!,,,,,,
noun,Zahn,der,m,"Many body parts are masculine",Zähne,tooth,Ich putze mir die Zähne.,I brush my teeth.,Der Zahn tut weh.,The tooth hurts.,,,,,,
noun,Haar,das,n,"Collective noun often neuter",Haare,hair,Meine Haare sind lang.,My hair is long.,Sie hat blonde Haare.,She has blonde hair.,,,,,,
noun,Hand,die,f,"Many body parts are feminine",Hände,hand,Meine Hände sind schmutzig.,My hands are dirty.,Gib mir die Hand!,Give me your hand!,,,,,,
noun,Finger,der,m,"Nouns ending in -er are masculine",Finger,finger,Der Finger ist verletzt.,The finger is injured.,Sie trägt einen Ring am Finger.,She wears a ring on her finger.,,,,,,
noun,Bein,das,n,"Many body parts are neuter",Beine,leg,Meine Beine sind müde.,My legs are tired.,Er hat lange Beine.,He has long legs.,,,,,,
noun,Knochen,der,m,"Nouns ending in -en are masculine",Knochen,bone,Der Hund hat einen Knochen.,The dog has a bone.,Er hat sich den Knochen gebrochen.,He broke his bone.,,,,,,
noun,Hobby,das,n,"Loanword often neuter",Hobbys,hobby,Mein Hobby ist Fußball.,My hobby is soccer.,Hast du ein Hobby?,Do you have a hobby?,,,,,,
verb,reisen,,,,"to travel",Wir reisen nach Italien.,We travel to Italy.,Er reist gern.,He likes to travel.,,,,,,
verb,wandern,,,,"to hike",Wir wandern im Wald.,We hike in the forest.,Sie wandert jeden Sonntag.,She hikes every Sunday.,,,,,,
verb,singen,,,,"to sing",Sie singt ein Lied.,She sings a song.,Er singt im Chor.,He sings in a choir.,,,,,,
verb,tanzen,,,,"to dance",Wir tanzen auf der Party.,We dance at the party.,Sie tanzt gern Salsa.,She likes to dance salsa.,,,,,,
verb,malen,,,,"to paint",Er malt ein Bild.,He paints a picture.,Sie malt mit Wasserfarben.,She paints with watercolors.,,,,,,
verb,zeichnen,,,,"to draw",Ich zeichne einen Baum.,I draw a tree.,Sie zeichnet gern Tiere.,She likes to draw animals.,,,,,,
noun,Fotoapparat,der,m,"Compound masculine",Fotoapparate,camera,Der Fotoapparat ist alt.,The camera is old.,Ich habe einen neuen Fotoapparat.,I have a new camera.,,,,,,
noun,Sammlung,die,f,"Suffix -ung feminine",Sammlungen,collection,Meine Briefmarkensammlung ist groß.,My stamp collection is big.,Er hat eine Münzsammlung.,He has a coin collection.,,,,,,
noun,Blume,die,f,"Nouns ending in -e are often feminine",Blumen,flower,Die Blume ist schön.,The flower is beautiful.,Er schenkt ihr Blumen.,He gives her flowers.,,,,,,
noun,Baum,der,m,"Many nature nouns are masculine",Bäume,tree,Der Baum ist hoch.,The tree is tall.,Im Garten stehen viele Bäume.,Many trees are in the garden.,,,,,,
noun,Wald,der,m,"Many nature nouns are masculine",Wälder,forest,Der Wald ist dunkel.,The forest is dark.,Wir gehen im Wald spazieren.,We walk in the forest.,,,,,,
noun,Berg,der,m,"Many landscape nouns are masculine",Berge,mountain,Der Berg ist hoch.,The mountain is high.,Wir fahren in die Berge.,We go to the mountains.,,,,,,
noun,See,der,m,"Masculine = lake",Seen,lake,Der See ist kalt.,The lake is cold.,Wir schwimmen im See.,We swim in the lake.,,,,,,
noun,Meer,das,n,"Neuter = sea",Meere,sea,Das Meer ist blau.,The sea is blue.,Wir fahren ans Meer.,We go to the sea.,,,,,,
noun,Fluss,der,m,"Many nature nouns are masculine",Flüsse,river,Der Fluss ist breit.,The river is wide.,Die Stadt liegt am Fluss.,The city lies on the river.,,,,,,
noun,Wiese,die,f,"Nouns ending in -e are often feminine",Wiesen,meadow,Die Wiese ist grün.,The meadow is green.,Kinder spielen auf der Wiese.,Children play on the meadow.,,,,,,
noun,Feld,das,n,"Many landscape nouns are neuter",Felder,field,Das Feld ist voller Blumen.,The field is full of flowers.,Bauern arbeiten auf dem Feld.,Farmers work on the field.,,,,,,
noun,Himmel,der,m,"Nouns ending in -el are masculine",Himmel,sky,Der Himmel ist blau.,The sky is blue.,Am Himmel sind Wolken.,There are clouds in the sky.,,,,,,
noun,Stern,der,m,"Many celestial nouns are masculine",Sterne,star,Die Sterne leuchten.,The stars shine.,Er schaut die Sterne an.,He looks at the stars.,,,,,,
noun,Fahrkarte,die,f,"Compound with Karte feminine",Fahrkarten,ticket,Ich kaufe eine Fahrkarte.,I buy a ticket.,Die Fahrkarte kostet 5 Euro.,The ticket costs 5 euros.,,,,,,
noun,Haltestelle,die,f,"Compound with Stelle feminine",Haltestellen,bus stop,Die Haltestelle ist dort.,The bus stop is there.,Ich warte an der Haltestelle.,I wait at the bus stop.,,,,,,
noun,Bahnhof,der,m,"Compound with Hof masculine",Bahnhöfe,train station,Der Bahnhof ist groß.,The train station is big.,Wir treffen uns am Bahnhof.,We meet at the station.,,,,,,
noun,Gleis,das,n,"Short noun neuter",Gleise,platform/track,Der Zug fährt auf Gleis 3.,The train departs from platform 3.,Achtung am Gleis!,Caution on the platform!,,,,,,
noun,Flughafen,der,m,"Compound with Hafen masculine",Flughäfen,airport,Der Flughafen ist weit weg.,The airport is far away.,Wir fliegen vom Flughafen Berlin.,We fly from Berlin airport.,,,,,,
noun,Zug,der,m,"Many transport nouns are masculine",Züge,train,Der Zug hat Verspätung.,The train is delayed.,Ich nehme den Zug nach München.,I take the train to Munich.,,,,,,
noun,Straßenbahn,die,f,"Compound with Bahn feminine",Straßenbahnen,tram,Die Straßenbahn kommt gleich.,The tram is coming soon.,Ich fahre mit der Straßenbahn.,I go by tram.,,,,,,
noun,U-Bahn,die,f,"Short for Untergrundbahn feminine",U-Bahnen,subway,Die U-Bahn ist schnell.,The subway is fast.,Wir nehmen die U-Bahn.,We take the subway.,,,,,,
verb,abfahren,,,,"to depart",Der Zug fährt um 10 Uhr ab.,The train departs at 10 o'clock.,Wir fahren morgen früh ab.,We depart tomorrow morning.,,,,,,
verb,ankommen,,,,"to arrive",Wir kommen pünktlich an.,We arrive on time.,Der Bus kommt um 8 Uhr an.,The bus arrives at 8 o'clock.,,,,,,
verb,einsteigen,,,,"to board",Bitte steigen Sie ein!,Please board!,Wir steigen in den Zug ein.,We board the train.,,,,,,
verb,aussteigen,,,,"to get off",Ich steige an der Haltestelle aus.,I get off at the stop.,Wo steigst du aus?,Where do you get off?,,,,,,
verb,umsteigen,,,,"to change (trains)",Ich muss in Köln umsteigen.,I have to change in Cologne.,Steigen Sie hier um?,Do you change here?,,,,,,
noun,Unterricht,der,m,"Abstract noun masculine",,class/lesson,Der Unterricht beginnt um 8 Uhr.,Class starts at 8 o'clock.,Ich habe heute Unterricht.,I have class today.,,,,,,
noun,Lehrer,der,m,"Person noun masculine",Lehrer,teacher,Der Lehrer erklärt die Aufgabe.,The teacher explains the task.,Mein Lehrer ist nett.,My teacher is nice.,,,,,,
noun,Schüler,der,m,"Person noun masculine",Schüler,student (school),Die Schüler lernen Deutsch.,The students learn German.,Er ist ein guter Schüler.,He is a good student.,,,,,,
noun,Note,die,f,"Nouns ending in -e are often feminine",Noten,grade,Meine Note ist gut.,My grade is good.,Er bekommt eine gute Note.,He gets a good grade.,,,,,,
noun,Prüfung,die,f,"Suffix -ung feminine",Prüfungen,exam,Die Prüfung ist schwer.,The exam is difficult.,Ich habe morgen eine Prüfung.,I have an exam tomorrow.,,,,,,
noun,Hausaufgabe,die,f,"Compound with Aufgabe feminine",Hausaufgaben,homework,Ich mache meine Hausaufgaben.,I do my homework.,Die Hausaufgabe ist leicht.,The homework is easy.,,,,,,
noun,Heft,das,n,"Many school items are neuter",Hefte,notebook,Das Heft ist voll.,The notebook is full.,Ich schreibe ins Heft.,I write in the notebook.,,,,,,
noun,Tafel,die,f,"School item feminine",Tafeln,blackboard,Die Tafel ist grün.,The blackboard is green.,Der Lehrer schreibt an die Tafel.,The teacher writes on the blackboard.,,,,,,
noun,Klasse,die,f,"Nouns ending in -e are often feminine",Klassen,class (group),Die Klasse ist groß.,The class is big.,Wir sind in derselben Klasse.,We are in the same class.,,,,,,
noun,Schulhof,der,m,"Compound with Hof masculine",Schulhöfe,schoolyard,Die Kinder spielen auf dem Schulhof.,The children play on the schoolyard.,Der Schulhof ist neu.,The schoolyard is new.,,,,,,
noun,Fach,das,n,"Short noun neuter",Fächer,subject,Mein Lieblingsfach ist Deutsch.,My favorite subject is German.,Welche Fächer hast du?,Which subjects do you have?,,,,,,
adj,gesund,,,,"healthy",Das Essen ist gesund.,The food is healthy.,Ich bin gesund.,I am healthy.,,,,,,
adj,krank,,,,"sick",Er ist krank.,He is sick.,Sie fühlt sich krank.,She feels sick.,,,,,,
adj,müde,,,,"tired",Ich bin müde.,I am tired.,Nach der Arbeit bin ich müde.,After work I am tired.,,,,,,
adj,hungrig,,,,"hungry",Die Kinder sind hungrig.,The children are hungry.,Ich habe Hunger – I am hungry (idiom),,I am hungry.,,,,,
adj,durstig,,,,"thirsty",Bist du durstig?,Are you thirsty?,Nach dem Sport bin ich durstig.,After sports I am thirsty.,,,,,,
adj,froh,,,,"happy/glad",Ich bin froh.,I am glad.,Wir sind froh über die Hilfe.,We are glad about the help.,,,,,,
adj,traurig,,,,"sad",Sie ist traurig.,She is sad.,Der Film ist traurig.,The movie is sad.,,,,,,
adj,fertig,,,,"finished/ready",Ich bin fertig.,I am finished.,Das Essen ist fertig.,The food is ready.,,,,,,
adj,frei,,,,"free",Ist der Platz frei?,Is the seat free?,Am Wochenende bin ich frei.,On weekends I am free.,,,,,,
adj,besetzt,,,,"occupied/taken",Die Toilette ist besetzt.,The toilet is occupied.,Der Platz ist besetzt.,The seat is taken.,,,,,,
adj,sauber,,,,"clean",Das Zimmer ist sauber.,The room is clean.,Ich wasche meine Hände sauber.,I wash my hands clean.,,,,,,
adj,schmutzig,,,,"dirty",Die Schuhe sind schmutzig.,The shoes are dirty.,Das Wasser ist schmutzig.,The water is dirty.,,,,,,
adj,richtig,,,,"correct",Die Antwort ist richtig.,The answer is correct.,Hast du richtig gerechnet?,Did you calculate correctly?,,,,,,
adj,falsch,,,,"wrong",Das ist falsch.,That is wrong.,Ich habe die falsche Nummer.,I have the wrong number.,,,,,,
adj,wichtig,,,,"important",Das ist wichtig.,That is important.,Deine Hilfe ist wichtig.,Your help is important.,,,,,,
adv,heute,,,,"today",Heute ist Montag.,Today is Monday.,Ich komme heute.,I come today.,,,,,,
adv,gestern,,,,"yesterday",Gestern war ich im Kino.,Yesterday I was at the cinema.,Gestern hat es geregnet.,It rained yesterday.,,,,,,
adv,morgen,,,,"tomorrow",Morgen habe ich frei.,Tomorrow I am free.,Wir fahren morgen.,We travel tomorrow.,,,,,,
adv,jetzt,,,,"now",Jetzt habe ich Zeit.,Now I have time.,Was machst du jetzt?,What are you doing now?,,,,,,
adv,bald,,,,"soon",Wir sehen uns bald.,We'll see each other soon.,Bald ist Weihnachten.,Soon it's Christmas.,,,,,,
adv,später,,,,"later",Ich komme später.,I'll come later.,Bis später!,See you later!,,,,,,
adv,früher,,,,"earlier/in the past",Früher war ich in Berlin.,Earlier I was in Berlin.,Früher war alles anders.,In the past everything was different.,,,,,,
adv,manchmal,,,,"sometimes",Manchmal gehe ich ins Kino.,Sometimes I go to the cinema.,Manchmal koche ich.,Sometimes I cook.,,,,,,
adv,immer,,,,"always",Er ist immer pünktlich.,He is always on time.,Ich trinke immer Kaffee.,I always drink coffee.,,,,,,
adv,nie,,,,"never",Ich trinke nie Alkohol.,I never drink alcohol.,Sie kommt nie zu spät.,She never comes late.,,,,,,
adv,oft,,,,"often",Wir gehen oft ins Kino.,We often go to the cinema.,Ich lese oft.,I often read.,,,,,,
adv,selten,,,,"rarely",Ich sehe selten fern.,I rarely watch TV.,Sie kommt selten.,She rarely comes.,,,,,,
noun,Wohnzimmer,das,n,"Compound with Zimmer neuter",Wohnzimmer,living room,Das Wohnzimmer ist groß.,The living room is big.,Wir sitzen im Wohnzimmer.,We sit in the living room.,,,,,,
noun,Schlafzimmer,das,n,"Compound with Zimmer neuter",Schlafzimmer,bedroom,Das Schlafzimmer ist ruhig.,The bedroom is quiet.,Das Bett steht im Schlafzimmer.,The bed is in the bedroom.,,,,,,
noun,Kinderzimmer,das,n,"Compound with Zimmer neuter",Kinderzimmer,children's room,Das Kinderzimmer ist bunt.,The children's room is colorful.,Die Kinder spielen im Kinderzimmer.,The children play in their room.,,,,,,
noun,Arbeitszimmer,das,n,"Compound with Zimmer neuter",Arbeitszimmer,home office,Das Arbeitszimmer ist klein.,The home office is small.,Er arbeitet im Arbeitszimmer.,He works in his home office.,,,,,,
noun,Bett,das,n,"Furniture neuter",Betten,bed,Das Bett ist bequem.,The bed is comfortable.,Ich gehe ins Bett.,I go to bed.,,,,,,
noun,Schrank,der,m,"Furniture masculine",Schränke,wardrobe/cupboard,Der Schrank ist voll.,The wardrobe is full.,Die Kleider sind im Schrank.,The clothes are in the wardrobe.,,,,,,
noun,Sofa,das,n,"Loanword neuter",Sofas,sofa,Das Sofa ist weich.,The sofa is soft.,Wir sitzen auf dem Sofa.,We sit on the sofa.,,,,,,
noun,Sessel,der,m,"Nouns ending in -el are masculine",Sessel,armchair,Der Sessel ist alt.,The armchair is old.,Er sitzt im Sessel.,He sits in the armchair.,,,,,,
noun,Regal,das,n,"Furniture neuter",Regale,shelf,Das Regal ist aus Holz.,The shelf is made of wood.,Die Bücher stehen im Regal.,The books are on the shelf.,,,,,,
noun,Kommode,die,f,"Furniture feminine",Kommode,dresser/chest,Die Kommode ist braun.,The dresser is brown.,Im Schlafzimmer steht eine Kommode.,A dresser is in the bedroom.,,,,,,
