test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich repariere ___ Eltern das Auto.","den",",","to repair","I repair the parents' car.","Dative plural: den"
"Ich koche ___ Mann das Essen.","dem",",","to cook","I cook the man's food.","Dative of benefit"
"Ich koche ___ Frau die Suppe.","der",",","to cook","I cook the woman's soup.","Dative feminine: der"
"Ich koche ___ Kind den Brei.","dem",",","to cook","I cook the child's porridge.","Dative neuter: dem"
"Ich koche ___ Eltern das Abendessen.","den",",","to cook","I cook the parents' dinner.","Dative plural: den"
"Ich backe ___ Mann einen Kuchen.","dem",",","to bake","I bake the man a cake.","Dative masculine: dem"
"Ich backe ___ Frau einen Kuchen.","der",",","to bake","I bake the woman a cake.","Dative feminine: der"
"Ich backe ___ Kind Plätzchen.","dem",",","to bake","I bake the child cookies.","Dative neuter: dem"
"Ich backe ___ Eltern einen Kuchen.","den",",","to bake","I bake the parents a cake.","Dative plural: den"
"Ich male ___ Mann ein Bild.","dem",",","to paint","I paint the man a picture.","Dative masculine: dem"
"Ich male ___ Frau eine Blume.","der",",","to paint","I paint the woman a flower.","Dative feminine: der"
"Ich male ___ Kind ein Haus.","dem",",","to paint","I paint the child a house.","Dative neuter: dem"
"Ich male ___ Eltern ein Porträt.","den",",","to paint","I paint the parents a portrait.","Dative plural: den"
"Ich schreibe ___ Mann einen Brief.","dem",",","to write","I write the man a letter.","Dative masculine: dem"
"Ich schreibe ___ Frau eine Karte.","der",",","to write","I write the woman a card.","Dative feminine: der"
"Ich schreibe ___ Kind eine Geschichte.","dem",",","to write","I write the child a story.","Dative neuter: dem"
"Ich schreibe ___ Eltern eine E-Mail.","den",",","to write","I write the parents an email.","Dative plural: den"
"Ich lese ___ Mann ein Buch vor.","dem",",","to read aloud","I read a book aloud to the man.","Dative after 'vorlesen'"
"Ich lese ___ Frau die Zeitung vor.","der",",","to read aloud","I read the newspaper aloud to the woman.","Dative feminine: der"
"Ich lese ___ Kind eine Gute-Nacht-Geschichte vor.","dem",",","to read aloud","I read a bedtime story to the child.","Dative neuter: dem"
"Ich lese ___ Eltern den Brief vor.","den",",","to read aloud","I read the letter aloud to the parents.","Dative plural: den"
"Ich erkläre ___ Mann die Aufgabe.","dem",",","to explain","I explain the task to the man.","Dative masculine: dem"
"Ich erkläre ___ Frau das Problem.","der",",","to explain","I explain the problem to the woman.","Dative feminine: der"
"Ich erkläre ___ Kind die Regel.","dem",",","to explain","I explain the rule to the child.","Dative neuter: dem"
"Ich erkläre ___ Eltern die Situation.","den",",","to explain","I explain the situation to the parents.","Dative plural: den"
"Ich zeige ___ Mann den Weg.","dem",",","to show","I show the man the way.","Dative masculine: dem"
"Ich zeige ___ Frau das Haus.","der",",","to show","I show the woman the house.","Dative feminine: der"
"Ich zeige ___ Kind das Spiel.","dem",",","to show","I show the child the game.","Dative neuter: dem"
"Ich zeige ___ Eltern die Fotos.","den",",","to show","I show the parents the photos.","Dative plural: den"
"Ich leihe ___ Mann das Buch.","dem",",","to lend","I lend the man the book.","Dative masculine: dem"
"Ich leihe ___ Frau den Regenschirm.","der",",","to lend","I lend the woman the umbrella.","Dative feminine: der"
"Ich leihe ___ Kind das Geld.","dem",",","to lend","I lend the child the money.","Dative neuter: dem"
"Ich leihe ___ Eltern das Auto.","den",",","to lend","I lend the parents the car.","Dative plural: den"
"Ich glaube ___ Mann.","dem",",","to believe","I believe the man.","Dative after 'glauben'"
"Ich glaube ___ Frau.","der",",","to believe","I believe the woman.","Dative feminine: der"
"Ich glaube ___ Kind.","dem",",","to believe","I believe the child.","Dative neuter: dem"
"Ich glaube ___ Eltern.","den",",","to believe","I believe the parents.","Dative plural: den"
"Ich vertraue ___ Mann.","dem",",","to trust","I trust the man.","Dative after 'vertrauen'"
"Ich vertraue ___ Frau.","der",",","to trust","I trust the woman.","Dative feminine: der"
"Ich vertraue ___ Kind.","dem",",","to trust","I trust the child.","Dative neuter: dem"
"Ich vertraue ___ Eltern.","den",",","to trust","I trust the parents.","Dative plural: den"
"Ich folge ___ Mann.","dem",",","to follow","I follow the man.","Dative after 'folgen'"
"Ich folge ___ Frau.","der",",","to follow","I follow the woman.","Dative feminine: der"
"Ich folge ___ Kind.","dem",",","to follow","I follow the child.","Dative neuter: dem"
"Ich folge ___ Eltern.","den",",","to follow","I follow the parents.","Dative plural: den"
"Ich gratuliere ___ Mann.","dem",",","to congratulate","I congratulate the man.","Dative after 'gratulieren'"
"Ich gratuliere ___ Frau.","der",",","to congratulate","I congratulate the woman.","Dative feminine: der"
"Ich gratuliere ___ Kind.","dem",",","to congratulate","I congratulate the child.","Dative neuter: dem"
"Ich gratuliere ___ Eltern.","den",",","to congratulate","I congratulate the parents.","Dative plural: den"
"Ich danke ___ Mann.","dem",",","to thank","I thank the man.","Dative after 'danken'"
"Ich danke ___ Frau.","der",",","to thank","I thank the woman.","Dative feminine: der"
"Ich danke ___ Kind.","dem",",","to thank","I thank the child.","Dative neuter: dem"
"Ich danke ___ Eltern.","den",",","to thank","I thank the parents.","Dative plural: den"
"Ich passe ___ Mann auf.","auf",",","to watch out","I watch out for the man.","Separable verb: aufpassen"
"Ich passe auf ___ Mann auf.","den",",","to watch out","I watch out for the man.","'aufpassen auf' + accusative"
"Ich passe auf ___ Frau auf.","die",",","to watch out","I watch out for the woman.","Accusative feminine: die"
"Ich passe auf ___ Kind auf.","das",",","to watch out","I watch out for the child.","Accusative neuter: das"
"Ich passe auf ___ Kinder auf.","die",",","to watch out","I watch out for the children.","Accusative plural: die"
"Ich warte auf ___ Bus.","den",",","to wait","I wait for the bus.","'warten auf' + accusative"
"Ich warte auf ___ Freundin.","die",",","to wait","I wait for my girlfriend.","Accusative feminine: die"
"Ich warte auf ___ Ergebnis.","das",",","to wait","I wait for the result.","Accusative neuter: das"
"Ich warte auf ___ Antwort.","die",",","to wait","I wait for the answer.","Accusative feminine: die"
"Ich denke an ___ dich.","-",",","to think","I think of you.","'denken an' + accusative pronoun"
"Ich denke an ___ meine Mutter.","-",",","to think","I think of my mother.","'an' + accusative"
"Ich denke an ___ Urlaub.","den",",","to think","I think about the vacation.","Accusative masculine: den"
"Ich denke an ___ Zukunft.","die",",","to think","I think about the future.","Accusative feminine: die"
"Ich glaube an ___ Gott.","den",",","to believe","I believe in God.","'glauben an' + accusative"
"Ich glaube an ___ dich.","-",",","to believe","I believe in you.","Accusative pronoun"
"Ich arbeite an ___ Projekt.","dem",",","to work","I work on the project.","'arbeiten an' + dative (location)"
"Ich sitze an ___ Tisch.","dem",",","to sit","I sit at the table.","'an' + dative for location"
"Das Bild hängt an ___ Wand.","der",",","to hang","The picture hangs on the wall.","'an' + dative for location"
"Ich hänge das Bild an ___ Wand.","die",",","to hang","I hang the picture on the wall.","'an' + accusative for movement"
"Der Schlüssel liegt auf ___ Tisch.","dem",",","to lie","The key lies on the table.","'auf' + dative for location"
"Ich lege den Schlüssel auf ___ Tisch.","den",",","to lay","I put the key on the table.","'auf' + accusative for movement"
"Die Kinder spielen auf ___ Straße.","der",",","to play","The children play on the street.","'auf' + dative for location"
"Die Kinder laufen auf ___ Straße.","die",",","to run","The children run onto the street.","'auf' + accusative for movement"
"Das Buch ist in ___ Tasche.","der",",","to be","The book is in the bag.","'in' + dative for location"
"Ich stecke das Buch in ___ Tasche.","die",",","to put","I put the book into the bag.","'in' + accusative for movement"
"Er wohnt in ___ Berlin.","-",",","to live","He lives in Berlin.","Cities: no article"
"Sie lebt in ___ Schweiz.","der",",","to live","She lives in Switzerland.","Countries with article: in + dative"
"Wir fahren in ___ Türkei.","die",",","to go","We are going to Turkey.","Movement: in + accusative"
"Ich fliege in ___ USA.","die",",","to fly","I am flying to the USA.","Plural country: in + accusative"
"Das Haus steht hinter ___ Baum.","dem",",","to stand","The house stands behind the tree.","'hinter' + dative for location"
"Er stellt das Fahrrad hinter ___ Haus.","das",",","to put","He puts the bicycle behind the house.","'hinter' + accusative for movement"
"Die Katze sitzt unter ___ Tisch.","dem",",","to sit","The cat sits under the table.","'unter' + dative for location"
"Die Katze läuft unter ___ Tisch.","den",",","to run","The cat runs under the table.","'unter' + accusative for movement"
"Der Hund liegt neben ___ mir.","-",",","to lie","The dog lies next to me.","'neben' + dative pronoun"
"Stell den Stuhl neben ___ mich.","-",",","to put","Put the chair next to me.","'neben' + accusative pronoun"
"Das Hotel liegt gegenüber ___ Bahnhof.","dem",",","to lie","The hotel is opposite the station.","'gegenüber' + dative"
"Sie wohnt gegenüber ___ Kirche.","der",",","to live","She lives opposite the church.","'gegenüber' + dative"
"Wir gehen durch ___ Park.","den",",","to go","We go through the park.","'durch' + accusative"
"Er fährt durch ___ Stadt.","die",",","to drive","He drives through the city.","'durch' + accusative"
"Sie läuft durch ___ Tür.","die",",","to run","She runs through the door.","'durch' + accusative"
"Das Wasser fließt durch ___ Rohr.","das",",","to flow","The water flows through the pipe.","'durch' + accusative"
"Ich gehe um ___ Ecke.","die",",","to go","I go around the corner.","'um' + accusative"
"Wir sitzen um ___ Tisch.","den",",","to sit","We sit around the table.","'um' + accusative"
"Die Erde dreht sich um ___ Sonne.","die",",","to rotate","The earth rotates around the sun.","'um' + accusative"
"Es geht um ___ Geld.","das",",","to be about","It's about the money.","'es geht um' + accusative"
"Es geht um ___ dich.","-",",","to be about","It's about you.","'um' + accusative pronoun"
"Ich fahre mit ___ Bus.","dem",",","to go","I go by bus.","'mit' + dative"
"Sie kommt mit ___ Zug.","dem",",","to come","She comes by train.","'mit' + dative"
"Wir fahren mit ___ Auto.","dem",",","to drive","We drive by car.","'mit' + dative"
"Er reist mit ___ Freundin.","der",",","to travel","He travels with his girlfriend.","'mit' + dative feminine"
"Ich spiele mit ___ Kindern.","den",",","to play","I play with the children.","'mit' + dative plural"
"Kommst du mit ___ mir?","-",",","to come","Are you coming with me?","'mit' + dative pronoun"
"Ich gehe zu ___ Arzt.","dem",",","to go","I go to the doctor.","'zu' + dative"
"Sie geht zu ___ Oma.","der",",","to go","She goes to grandma's.","'zu' + dative feminine"
"Wir gehen zu ___ Supermarkt.","dem",",","to go","We go to the supermarket.","'zu' + dative"
"Ich fahre zu ___ meinen Eltern.","-",",","to drive","I drive to my parents' house.","'zu' + possessive + dative"
"Zum Wohl!","-",",","Cheers!","Fixed phrase: 'zum' = zu + dem"
"Zur Sache!","-",",","Get to the point!","Fixed phrase: 'zur' = zu + der"
"Ich komme aus ___ Berlin.","-",",","to come","I come from Berlin.","'aus' + city (no article)"
"Er kommt aus ___ Türkei.","der",",","to come","He comes from Turkey.","'aus' + country with article"
"Sie kommt aus ___ Schweiz.","der",",","to come","She comes from Switzerland.","'aus' + dative"
"Das Geschenk ist von ___ mir.","-",",","to be","The gift is from me.","'von' + dative pronoun"
"Der Brief ist von ___ meiner Mutter.","-",",","to be","The letter is from my mother.","'von' + possessive + dative"
"Das ist ein Geschenk von ___ Freunden.","-",",","to be","That's a gift from friends.","'von' + dative plural"
"Ich habe das von ___ Vater bekommen.","meinem",",","to receive","I got that from my father.","'von' + possessive + dative"
"Seit ___ wann?","wann",",","since","Since when?","Question word with 'seit'"
"Seit ___ Jahr lerne ich Deutsch.","einem",",","to learn","I have been learning German for a year.","'seit' + dative"
"Seit ___ drei Jahren wohne ich hier.","-",",","to live","I have been living here for three years.","'seit' + time period (no article)"
"Seit ___ letztem Jahr bin ich in Berlin.","-",",","to be","I have been in Berlin since last year.","'seit' + adjective + dative"
"Nach ___ der Arbeit gehe ich nach Hause.","-",",","to go","After work I go home.","'nach' + dative"
"Nach ___ dem Film gehen wir essen.","-",",","to go","After the movie we go eat.","'nach' + dative"
"Nach ___ dem Unterricht habe ich Zeit.","-",",","to have","After class I have time.","'nach' + dative"
"Nach ___ einer Stunde komme ich.","-",",","to come","I'll come after an hour.","'nach' + dative"
"Vor ___ dem Haus ist ein Garten.","-",",","to be","In front of the house is a garden.","'vor' + dative for location"
"Vor ___ der Tür steht ein Mann.","-",",","to stand","A man is standing in front of the door.","'vor' + dative"
"Vor ___ einer Woche war ich krank.","-",",","to be","A week ago I was sick.","'vor' + dative for time"
"Vor ___ dem Essen wasche ich mir die Hände.","-",",","to wash","Before eating I wash my hands.","'vor' + dative for time"
"Vor ___ dem Schlafengehen lese ich.","-",",","to read","Before going to sleep I read.","'vor' + dative with nominalized verb"
